Iteration, Small_Alive, Small_Dead, Medium_Alive, Medium_Dead, Large_Alive, Large_Dead, Mean_Diameter_Alive, Mean_Diameter_Dead
1, 176, 1, 232, 3, 2566, 21, 1.067263, 0.9231888
51, 174, 3, 232, 3, 2566, 21, 15.73672, 6.59852
101, 174, 3, 232, 3, 2565, 22, 1.06721, 0.9359224
151, 174, 3, 231, 4, 2559, 28, 11.82861, 6.394193
201, 174, 3, 231, 4, 2555, 32, 1.068245, 0.8943092
251, 174, 3, 231, 4, 2549, 38, 1.068813, 0.8836738
301, 174, 3, 229, 6, 2547, 40, 1.068762, 0.896173
351, 173, 4, 229, 6, 2542, 45, 1.069241, 0.8883203
401, 173, 4, 227, 8, 2540, 47, 1.069116, 0.9027466
451, 173, 4, 225, 10, 2537, 50, 1.069119, 0.912598
501, 173, 4, 224, 11, 2534, 53, 1.069079, 0.9233919
551, 173, 4, 223, 12, 2527, 60, 1.069803, 0.909875
601, 173, 4, 222, 13, 2523, 64, 12.15808, 4.530138
651, 173, 4, 222, 13, 2520, 67, 1.070193, 0.911909
701, 173, 4, 222, 13, 2514, 73, 1.070857, 0.902056
751, 172, 5, 222, 13, 2511, 76, 1.07078, 0.9112635
801, 171, 6, 222, 13, 2506, 81, 1.071443, 0.9006017
851, 171, 6, 221, 14, 2502, 85, 1.071687, 0.901464
901, 171, 6, 220, 15, 2500, 87, 1.071458, 0.9119547
951, 171, 6, 220, 15, 2492, 95, 1.072087, 0.9088777
1001, 171, 6, 220, 15, 2488, 99, 1.07238, 0.9081049
1051, 171, 6, 219, 16, 2480, 107, 1.073104, 0.903614
1101, 170, 7, 217, 18, 2474, 113, 1.073289, 0.9085745
1151, 170, 7, 217, 18, 2473, 114, 1.073393, 0.9077545
1201, 169, 8, 217, 18, 2468, 119, 1.073933, 0.9035044
1251, 166, 11, 217, 18, 2459, 128, 15.91321, 10.58105
1301, 166, 11, 217, 18, 2453, 134, 1.07459, 0.9105676
1351, 165, 12, 216, 19, 2445, 142, 1.074996, 0.9128184
1401, 164, 13, 215, 20, 2436, 151, 1.075552, 0.9135113
1451, 163, 14, 214, 21, 2430, 157, 1.075694, 0.9175085
1501, 163, 14, 212, 23, 2420, 167, 1.076293, 0.9182947
1551, 160, 17, 210, 25, 2413, 174, 16.23116, 9.470547
1601, 159, 18, 209, 26, 2403, 184, 1.076953, 0.9242715
1651, 159, 18, 207, 28, 2396, 191, 1.077411, 0.9241303
1701, 158, 19, 206, 29, 2387, 200, 1.078358, 0.9197252
1751, 158, 19, 205, 30, 2377, 210, 1.079296, 0.9166628
1801, 157, 20, 205, 30, 2369, 218, 1.079876, 0.9163228
1851, 154, 23, 203, 32, 2358, 229, 1.08078, 0.9148667
1901, 154, 23, 201, 34, 2344, 243, 1.081865, 0.9139587
1951, 152, 25, 199, 36, 2333, 254, 1.082857, 0.9121196
2001, 149, 28, 197, 38, 2323, 264, 16.87818, 8.683421
2051, 147, 30, 196, 39, 2313, 274, 17.04268, 8.423689
2101, 147, 30, 196, 39, 2298, 289, 1.084798, 0.9173673
2151, 147, 30, 196, 39, 2285, 302, 1.086778, 0.9095941
2201, 147, 30, 196, 39, 2276, 311, 1.087626, 0.9085116
2251, 146, 31, 194, 41, 2268, 319, 16.90515, 9.349432
2301, 145, 32, 192, 43, 2260, 327, 16.96382, 9.319702
2351, 145, 32, 191, 44, 2249, 338, 1.089309, 0.911623
2401, 144, 33, 188, 47, 2238, 349, 1.090306, 0.9108309
2451, 142, 35, 188, 47, 2228, 359, 1.091531, 0.9082274
2501, 142, 35, 186, 49, 2220, 367, 1.092166, 0.9083835
2551, 142, 35, 185, 50, 2207, 380, 1.093402, 0.9074881
2601, 142, 35, 182, 53, 2196, 391, 1.094311, 0.9076161
2651, 141, 36, 181, 54, 2183, 404, 16.96223, 10.17527
2701, 141, 36, 179, 56, 2173, 414, 1.096061, 0.9088032
2751, 138, 39, 176, 59, 2165, 422, 1.0962, 0.911638
2801, 136, 41, 171, 64, 2157, 430, 13.82954, 6.142713
2851, 136, 41, 170, 65, 2149, 438, 1.096516, 0.9168301
2901, 136, 41, 169, 66, 2140, 447, 13.8956, 6.206498
2951, 134, 43, 169, 66, 2128, 459, 1.098547, 0.9156352
3001, 134, 43, 169, 66, 2116, 471, 1.099776, 0.9147739
3051, 133, 44, 169, 66, 2107, 480, 1.100952, 0.9130819
3101, 133, 44, 169, 66, 2101, 486, 1.10155, 0.9128143
3151, 133, 44, 168, 67, 2094, 493, 1.101831, 0.9143014
3201, 131, 46, 166, 69, 2085, 502, 1.102359, 0.9154719
3251, 130, 47, 165, 70, 2078, 509, 1.102828, 0.9161265
3301, 129, 48, 164, 71, 2069, 518, 1.10368, 0.9159684
3351, 129, 48, 162, 73, 2059, 528, 1.104761, 0.9153051
3401, 128, 49, 162, 73, 2046, 541, 1.106531, 0.9131648
3451, 128, 49, 160, 75, 2036, 551, 1.107419, 0.9133952
3501, 128, 49, 160, 75, 2026, 561, 1.109239, 0.9102803
3551, 128, 49, 160, 75, 2015, 572, 1.111641, 0.9056447
3601, 128, 49, 160, 75, 2007, 580, 1.113041, 0.9036387
3651, 128, 49, 157, 78, 2000, 587, 1.113376, 0.9049969
3701, 127, 50, 156, 79, 1989, 598, 1.11459, 0.9047917
3751, 126, 51, 156, 79, 1982, 605, 1.115113, 0.905506
3801, 125, 52, 156, 79, 1970, 617, 1.116906, 0.903857
3851, 122, 55, 156, 79, 1964, 623, 1.11721, 0.9049526
3901, 122, 55, 155, 80, 1959, 628, 14.12499, 7.107648
3951, 121, 56, 155, 80, 1948, 639, 1.118487, 0.9063737
4001, 119, 58, 154, 81, 1939, 648, 1.119321, 0.9068232
4051, 117, 60, 151, 84, 1929, 658, 1.119608, 0.9092122
4101, 117, 60, 147, 88, 1920, 667, 1.120277, 0.9101258
4151, 117, 60, 144, 91, 1909, 678, 1.121643, 0.9096863
4201, 116, 61, 143, 92, 1896, 691, 1.123543, 0.9084628
4251, 116, 61, 142, 93, 1890, 697, 1.12461, 0.9074193
4301, 116, 61, 142, 93, 1883, 704, 1.125728, 0.90659
4351, 116, 61, 142, 93, 1870, 717, 1.128212, 0.9040837
4401, 115, 62, 142, 93, 1863, 724, 1.128775, 0.9048031
4451, 114, 63, 142, 93, 1851, 736, 1.130081, 0.9051693
4501, 114, 63, 141, 94, 1842, 745, 1.131412, 0.9045974
4551, 114, 63, 141, 94, 1834, 753, 1.133274, 0.9024705
4601, 114, 63, 141, 94, 1827, 760, 1.134422, 0.9018356
4651, 114, 63, 141, 94, 1821, 766, 1.135041, 0.9021869
4701, 113, 64, 141, 94, 1818, 769, 18.26675, 10.84129
4751, 113, 64, 140, 95, 1813, 774, 1.135882, 0.9026241
4801, 112, 65, 140, 95, 1806, 781, 1.136835, 0.9025123
4851, 111, 66, 140, 95, 1801, 786, 1.137533, 0.9024034
4901, 111, 66, 140, 95, 1790, 797, 1.139683, 0.9008201
4951, 109, 68, 137, 98, 1782, 805, 14.82954, 7.411612
5001, 109, 68, 135, 100, 1773, 814, 1.140926, 0.9031008
5051, 107, 70, 135, 100, 1765, 822, 18.85112, 10.5845
5101, 107, 70, 135, 100, 1756, 831, 1.144679, 0.9000359
5151, 107, 70, 133, 102, 1747, 840, 1.145878, 0.9001627
5201, 106, 71, 130, 105, 1743, 844, 1.145546, 0.9020129
5251, 106, 71, 130, 105, 1727, 860, 1.148675, 0.90026
5301, 105, 72, 130, 105, 1715, 872, 1.150504, 0.9000835
5351, 105, 72, 129, 106, 1710, 877, 15.25735, 7.450834
5401, 104, 73, 129, 106, 1700, 887, 1.153093, 0.8993565
5451, 104, 73, 128, 107, 1687, 900, 1.155063, 0.8993283
5501, 103, 74, 127, 108, 1682, 905, 1.155419, 0.9000792
5551, 103, 74, 126, 109, 1672, 915, 1.156505, 0.9008859
5601, 103, 74, 125, 110, 1664, 923, 15.41218, 7.558762
5651, 102, 75, 124, 111, 1654, 933, 1.158572, 0.9021535
5701, 100, 77, 123, 112, 1649, 938, 19.11341, 10.9954
5751, 100, 77, 121, 114, 1637, 950, 1.160962, 0.9026235
5801, 99, 78, 119, 116, 1627, 960, 1.162364, 0.9029385
5851, 97, 80, 118, 117, 1618, 969, 19.41529, 10.93379
5901, 96, 81, 115, 120, 1610, 977, 1.164866, 0.9033283
5951, 94, 83, 114, 121, 1601, 986, 1.165942, 0.9039696
6001, 93, 84, 113, 122, 1592, 995, 1.166895, 0.9048144
6051, 92, 85, 111, 124, 1584, 1003, 1.168093, 0.9050127
6101, 92, 85, 111, 124, 1581, 1006, 1.168957, 0.9044394
6151, 92, 85, 110, 125, 1573, 1014, 1.170034, 0.9048555
6201, 92, 85, 109, 126, 1566, 1021, 1.170654, 0.905722
6251, 92, 85, 109, 126, 1559, 1028, 1.17192, 0.9056069
6301, 92, 85, 109, 126, 1553, 1034, 1.173485, 0.9048015
6351, 92, 85, 109, 126, 1548, 1039, 1.174346, 0.904811
6401, 91, 86, 109, 126, 1542, 1045, 1.175292, 0.9049629
6451, 91, 86, 109, 126, 1534, 1053, 1.176856, 0.9047388
6501, 90, 87, 108, 127, 1529, 1058, 1.1773, 0.9053832
6551, 90, 87, 107, 128, 1521, 1066, 1.179188, 0.9047309
6601, 90, 87, 106, 129, 1514, 1073, 1.180205, 0.9050857
6651, 90, 87, 105, 130, 1504, 1083, 1.182319, 0.9046894
6701, 90, 87, 104, 131, 1497, 1090, 1.183624, 0.90468
6751, 89, 88, 103, 132, 1488, 1099, 1.185784, 0.9040405
6801, 88, 89, 103, 132, 1479, 1108, 1.187854, 0.9035656
6851, 87, 90, 101, 134, 1469, 1118, 1.189224, 0.9043081
6901, 86, 91, 99, 136, 1460, 1127, 1.19009, 0.9054616
6951, 85, 92, 97, 138, 1449, 1138, 1.191185, 0.9068193
7001, 85, 92, 97, 138, 1438, 1149, 1.19408, 0.9059187
7051, 85, 92, 94, 141, 1428, 1159, 18.1638, 7.450994
7101, 85, 92, 94, 141, 1423, 1164, 1.197293, 0.9057043
7151, 85, 92, 94, 141, 1414, 1173, 1.198525, 0.9064565
7201, 84, 93, 94, 141, 1407, 1180, 1.199817, 0.906648
7251, 84, 93, 93, 142, 1402, 1185, 1.199929, 0.9077519
7301, 84, 93, 93, 142, 1397, 1190, 1.201231, 0.907452
7351, 84, 93, 93, 142, 1392, 1195, 1.202603, 0.9070823
7401, 84, 93, 93, 142, 1383, 1204, 1.204422, 0.9072028
7451, 82, 95, 92, 143, 1375, 1212, 1.205136, 0.9083542
7501, 82, 95, 92, 143, 1367, 1220, 1.206898, 0.9083261
7551, 82, 95, 92, 143, 1358, 1229, 1.209625, 0.9074988
7601, 81, 96, 92, 143, 1354, 1233, 1.210628, 0.9073783
7651, 81, 96, 92, 143, 1345, 1242, 1.212538, 0.9075064
7701, 81, 96, 92, 143, 1342, 1245, 1.2131, 0.9076365
7751, 81, 96, 92, 143, 1338, 1249, 1.214371, 0.9072527
7801, 81, 96, 91, 144, 1332, 1255, 1.215031, 0.9080207
7851, 81, 96, 91, 144, 1328, 1259, 1.215676, 0.9083156
7901, 81, 96, 90, 145, 1325, 1262, 17.90557, 7.906801
7951, 80, 97, 90, 145, 1324, 1263, 20.13504, 11.82664
8001, 80, 97, 90, 145, 1324, 1263, 20.13504, 11.82664
8051, 80, 97, 90, 145, 1321, 1266, 1.217235, 0.9083886
8101, 80, 97, 90, 145, 1317, 1270, 1.218024, 0.9085433
8151, 80, 97, 90, 145, 1316, 1271, 1.218439, 0.9083572
8201, 80, 97, 89, 146, 1314, 1273, 1.218579, 0.9086992
8251, 79, 98, 89, 146, 1313, 1274, 1.218189, 0.9093443
8301, 79, 98, 89, 146, 1311, 1276, 1.218524, 0.9094844
8351, 79, 98, 89, 146, 1305, 1282, 1.220043, 0.9093849
8401, 79, 98, 89, 146, 1305, 1282, 1.220043, 0.9093849
8451, 79, 98, 89, 146, 1302, 1285, 1.220424, 0.9097238
8501, 79, 98, 89, 146, 1302, 1285, 1.220424, 0.9097238
8551, 79, 98, 89, 146, 1301, 1286, 1.220491, 0.9098977
8601, 79, 98, 89, 146, 1301, 1286, 1.220491, 0.9098977
8651, 79, 98, 88, 147, 1300, 1287, 1.220434, 0.910197
8701, 79, 98, 88, 147, 1299, 1288, 1.220685, 0.9101838
8751, 79, 98, 88, 147, 1295, 1292, 1.221697, 0.9101313
8801, 79, 98, 88, 147, 1295, 1292, 1.221697, 0.9101313
8851, 79, 98, 88, 147, 1293, 1294, 1.222095, 0.9102147
8901, 79, 98, 88, 147, 1292, 1295, 1.222392, 0.9101598
8951, 79, 98, 88, 147, 1291, 1296, 1.222476, 0.9103173
9001, 79, 98, 88, 147, 1290, 1297, 1.222596, 0.9104379
9051, 79, 98, 87, 148, 1286, 1301, 18.08538, 8.003777
9101, 79, 98, 87, 148, 1284, 1303, 1.223729, 0.9107589
9151, 79, 98, 86, 149, 1281, 1306, 1.224648, 0.9105765
9201, 79, 98, 86, 149, 1279, 1308, 1.225075, 0.910639
9251, 79, 98, 86, 149, 1277, 1310, 1.226012, 0.9102059
9301, 79, 98, 86, 149, 1273, 1314, 1.22679, 0.9104133
9351, 79, 98, 85, 150, 1270, 1317, 1.226953, 0.9109771
9401, 79, 98, 85, 150, 1266, 1321, 1.227878, 0.9110473
9451, 79, 98, 85, 150, 1265, 1322, 1.228381, 0.910806
9501, 79, 98, 85, 150, 1261, 1326, 1.229429, 0.9107671
9551, 79, 98, 85, 150, 1258, 1329, 1.230048, 0.9109004
9601, 79, 98, 85, 150, 1254, 1333, 1.231032, 0.9109322
9651, 79, 98, 85, 150, 1250, 1337, 1.233037, 0.9100153
9701, 79, 98, 85, 150, 1246, 1341, 1.233897, 0.9101802
9751, 79, 98, 84, 151, 1244, 1343, 1.234096, 0.9104778
9801, 79, 98, 84, 151, 1241, 1346, 1.235005, 0.9103607
9851, 79, 98, 84, 151, 1241, 1346, 1.235005, 0.9103607
9901, 79, 98, 84, 151, 1237, 1350, 1.235815, 0.9105806
9951, 76, 101, 84, 151, 1233, 1354, 1.236298, 0.911102
10001, 76, 101, 84, 151, 1229, 1358, 1.23798, 0.9105373
10051, 75, 102, 83, 152, 1227, 1360, 1.238477, 0.9105706
10101, 75, 102, 83, 152, 1223, 1364, 1.239597, 0.9105279
10151, 75, 102, 83, 152, 1221, 1366, 1.240378, 0.9103118
10201, 75, 102, 83, 152, 1217, 1370, 1.241122, 0.9106141
10251, 74, 103, 83, 152, 1215, 1372, 20.38, 12.13463
10301, 74, 103, 83, 152, 1210, 1377, 1.242717, 0.9108927
10351, 74, 103, 83, 152, 1204, 1383, 1.244496, 0.9107842
10401, 74, 103, 83, 152, 1200, 1387, 1.245558, 0.9108277
10451, 73, 104, 83, 152, 1199, 1388, 1.245701, 0.9109449
10501, 73, 104, 83, 152, 1191, 1396, 1.248722, 0.9102858
10551, 73, 104, 83, 152, 1187, 1400, 1.24974, 0.91039
10601, 72, 105, 83, 152, 1184, 1403, 1.251015, 0.9100398
10651, 72, 105, 83, 152, 1180, 1407, 1.252528, 0.9097403
10701, 72, 105, 83, 152, 1175, 1412, 1.254027, 0.9097068
10751, 72, 105, 82, 153, 1172, 1415, 1.254799, 0.909797
10801, 72, 105, 82, 153, 1167, 1420, 1.256792, 0.9093741
10851, 70, 107, 82, 153, 1162, 1425, 1.258069, 0.909552
10901, 68, 109, 80, 155, 1160, 1427, 18.22273, 8.388186
10951, 68, 109, 80, 155, 1157, 1430, 1.25753, 0.9112064
11001, 68, 109, 79, 156, 1157, 1430, 18.41175, 8.355506
11051, 68, 109, 79, 156, 1153, 1434, 1.258085, 0.9117261
11101, 68, 109, 79, 156, 1152, 1435, 1.258091, 0.9119624
11151, 68, 109, 79, 156, 1151, 1436, 1.258251, 0.9120753
11201, 68, 109, 79, 156, 1148, 1439, 1.259207, 0.9120348
11251, 68, 109, 78, 157, 1144, 1443, 1.261037, 0.9115456
11301, 68, 109, 77, 158, 1141, 1446, 1.262047, 0.9114745
11351, 68, 109, 77, 158, 1139, 1448, 1.262037, 0.9119666
11401, 68, 109, 77, 158, 1136, 1451, 1.263046, 0.9119
11451, 67, 110, 77, 158, 1134, 1453, 21.39225, 12.04279
11501, 67, 110, 76, 159, 1133, 1454, 1.263951, 0.9119194
11551, 67, 110, 76, 159, 1129, 1458, 1.265074, 0.9120154
11601, 66, 111, 76, 159, 1127, 1460, 1.265512, 0.9121609
11651, 64, 113, 76, 159, 1123, 1464, 22.22278, 11.82061
11701, 64, 113, 75, 160, 1120, 1467, 1.267753, 0.9121359
11751, 64, 113, 73, 162, 1120, 1467, 19.43848, 8.265296
11801, 64, 113, 73, 162, 1116, 1471, 1.268084, 0.9128523
11851, 64, 113, 73, 162, 1114, 1473, 1.268918, 0.9127041
11901, 64, 113, 73, 162, 1111, 1476, 1.270194, 0.912467
11951, 64, 113, 73, 162, 1111, 1476, 1.270194, 0.912467
12001, 64, 113, 73, 162, 1111, 1476, 1.270194, 0.912467
12051, 64, 113, 73, 162, 1109, 1478, 1.270544, 0.9126887
12101, 64, 113, 73, 162, 1106, 1481, 1.270638, 0.9133436
12151, 64, 113, 73, 162, 1103, 1484, 1.271022, 0.9137803
12201, 63, 114, 73, 162, 1103, 1484, 22.24788, 11.89799
12251, 63, 114, 73, 162, 1102, 1485, 1.271323, 0.9137974
12301, 63, 114, 73, 162, 1100, 1487, 1.272138, 0.9136757
12351, 63, 114, 73, 162, 1097, 1490, 1.273136, 0.9136626
12401, 63, 114, 73, 162, 1095, 1492, 1.273967, 0.9135345
12451, 63, 114, 73, 162, 1092, 1495, 1.275261, 0.9133124
12501, 63, 114, 72, 163, 1090, 1497, 1.276079, 0.9132002
12551, 63, 114, 72, 163, 1089, 1498, 1.2766, 0.9130638
12601, 63, 114, 72, 163, 1087, 1500, 1.277331, 0.9130191
12651, 63, 114, 72, 163, 1084, 1503, 1.278695, 0.9127621
12701, 63, 114, 72, 163, 1083, 1504, 1.279296, 0.9125729
12751, 63, 114, 72, 163, 1082, 1505, 1.279583, 0.9126102
12801, 63, 114, 72, 163, 1079, 1508, 1.27984, 0.9131561
12851, 63, 114, 72, 163, 1079, 1508, 1.27984, 0.9131561
12901, 62, 115, 71, 164, 1076, 1511, 1.280187, 0.913637
12951, 61, 116, 71, 164, 1075, 1512, 22.56713, 11.90855
13001, 61, 116, 71, 164, 1073, 1514, 1.281527, 0.9134138
13051, 61, 116, 71, 164, 1073, 1514, 1.281527, 0.9134138
13101, 60, 117, 71, 164, 1071, 1516, 1.282517, 0.9131999
13151, 60, 117, 71, 164, 1070, 1517, 1.28312, 0.9130182
13201, 60, 117, 71, 164, 1070, 1517, 1.28312, 0.9130182
13251, 60, 117, 71, 164, 1069, 1518, 1.28361, 0.9129171
13301, 60, 117, 71, 164, 1069, 1518, 1.28361, 0.9129171
13351, 60, 117, 71, 164, 1066, 1521, 1.285286, 0.9124734
13401, 60, 117, 71, 164, 1066, 1521, 1.285286, 0.9124734
13451, 60, 117, 71, 164, 1064, 1523, 1.286101, 0.9123942
13501, 59, 118, 71, 164, 1064, 1523, 23.19019, 11.77768
13551, 59, 118, 71, 164, 1064, 1523, 23.19019, 11.77768
13601, 59, 118, 71, 164, 1064, 1523, 23.19019, 11.77768
13651, 59, 118, 71, 164, 1064, 1523, 23.19019, 11.77768
13701, 59, 118, 71, 164, 1064, 1523, 23.19019, 11.77768
13751, 59, 118, 71, 164, 1062, 1525, 1.286539, 0.912579
13801, 59, 118, 71, 164, 1062, 1525, 1.286539, 0.912579
13851, 59, 118, 71, 164, 1062, 1525, 1.286539, 0.912579
13901, 59, 118, 71, 164, 1061, 1526, 1.286359, 0.9129487
13951, 59, 118, 71, 164, 1061, 1526, 1.286359, 0.9129487
14001, 59, 118, 71, 164, 1061, 1526, 1.286359, 0.9129487
14051, 59, 118, 71, 164, 1061, 1526, 1.286359, 0.9129487
14101, 59, 118, 71, 164, 1061, 1526, 1.286359, 0.9129487
14151, 59, 118, 71, 164, 1059, 1528, 1.286474, 0.9133583
14201, 59, 118, 71, 164, 1059, 1528, 1.286474, 0.9133583
14251, 59, 118, 71, 164, 1058, 1529, 1.287084, 0.9131802
14301, 59, 118, 70, 165, 1057, 1530, 1.287041, 0.9134543
14351, 59, 118, 70, 165, 1055, 1532, 1.287524, 0.9136091
